Device designation,Sub-project,Harness Base Number,Conductor/Wire name,Wire Multicore Ref,Wire/Hose/Tube type,Option,Option Text Display,From Device designation,From Pin,To Device designation,To Pin,Wire Level Ref,Signal Name,From Location,To Location,Wire Length
W14305-LE,HRN-14305-LE,14305-LE,CYC03CPA,,WIRE-3TAD-0.50:BN/GN,EN_BR,EN_BR,C11-CHGAF,3,C1YE01-HGAA,12,CAB/CAN/LE/LF,CYC03,,,835
W14305-LE,HRN-14305-LE,14305-LE,VMC02PA,,WIRE-3TAD-0.50:BU/WH,EN_BR,EN_BR,C11-CHGAF,2,C1YE01-HGAA,2,CAB/CAN/LE/LF,VMC02,,,835
W14305-LE,HRN-14305-LE,14305-LE,CYD14DCA,,WIRE-3TAD-0.50:GN/BN,EN_BR,EN_BR,C11-CHGAF,23,C1YE01-HGAA,3,CAB/CAN/LE/LF,CYD14,,,835
W14305-LE,HRN-14305-LE,14305-LE,CYT47MNA,,WIRE-3TAD-0.75:WH/GN,EN_BR,EN_BR,C11-CHGAF,41,C1ET04-HGA,10,CAB/CAN/LE/LF,CYT47,,,855
W14305-LE,HRN-14305-LE,14305-LE,CYT43HFA,,WIRE-3TAD-0.50:BU/WH,EN_BR,EN_BR,C1YE01-HGAA,16,C11-CHGAF,33,CAB/CAN/LE/LF,CYT43,,,835
W14305-LE,HRN-14305-LE,14305-LE,CYT42HFA,,WIRE-3TAD-0.50:VT/GY,EN_BR,EN_BR,C1YE01-HGAA,5,C11-CHGAF,4,CAB/CAN/LE/LF,CYT42,,,835
W14305-LE,HRN-14305-LE,14305-LE,VE474HP,TP_VE474HP,WIRE-3TAD-0.50:BU/GN,,,S1E474-HP,1,C1YE01-HGAA,22,CAB/CAN/LE/LF,VE474,,,220
W14305-LE,HRN-14305-LE,14305-LE,VE475HP,TP_VE474HP,WIRE-3TAD-0.50:WH/VT,,,S1E475-HP,1,C1YE01-HGAA,32,CAB/CAN/LE/LF,VE475,,,220
W14305-LE,HRN-14305-LE,14305-LE,B_GD120ACA,,WIRE-3TAD-0.50:BK/GN,EN_BR,EN_BR,C1H405-HGA,4,C11-CHGAF,39,CAB/CAN/LE/LF,CBB85,,,1550
W14305-LE,HRN-14305-LE,14305-LE,VE474R,TP_VE474R,WIRE-3TAD-0.50:BU/GN,EN_BR,EN_BR,S1E474-HP,1,C11-CHGAF,9,CAB/CAN/LE/LF,VE474,,,615
W14305-LE,HRN-14305-LE,14305-LE,VE474V,TP_VE474V,WIRE-3TAD-0.50:BU/GN,EN_BR,EN_BR,S1E474-HP,1,C11-CHGAF,7,CAB/CAN/LE/LF,VE474,,,615
W14305-LE,HRN-14305-LE,14305-LE,VE475R,TP_VE474R,WIRE-3TAD-0.50:WH/VT,EN_BR,EN_BR,S1E475-HP,1,C11-CHGAF,10,CAB/CAN/LE/LF,VE475,,,615
W14305-LE,HRN-14305-LE,14305-LE,VE475V,TP_VE474V,WIRE-3TAD-0.50:WH/VT,EN_BR,EN_BR,S1E475-HP,1,C11-CHGAF,8,CAB/CAN/LE/LF,VE475,,,615
W14305-LE,HRN-14305-LE,14305-LE,LE458HGA,,WIRE-4TAD-0.50:BU/WH,,,C11-RHGAM,12,C1E749-HGA,3,CAB/CAN/LE/LF,LE458,,,2570
W14305-LE,HRN-14305-LE,14305-LE,VE758HGA,,WIRE-4TAD-0.50:BU/BN,,,C11-CHGAF,26,C1E749-HGA,1,CAB/CAN/LE/LF,VE758,,,2450
W14305-LE,HRN-14305-LE,14305-LE,RE406HGAC,,WIRE-4TAD-0.50:GY/VT,,,C1E722-HGA,2,S1E406-HGA,1,CAB/CAN/LE/LF,RE406,,,145
W14305-LE,HRN-14305-LE,14305-LE,RE406HGAD,,WIRE-4TAD-0.50:GY/VT,,,S1E406-HGA,1,C1E749-HGA,2,CAB/CAN/LE/LF,RE406,,,350
W14305-LE,HRN-14305-LE,14305-LE,RE406HGAB,,WIRE-4TAD-0.50:GY/VT,,,C11-RHGAM,1,S1E406-HGA,1,CAB/CAN/LE/LF,RE406,,,2220
W14305-LE,HRN-14305-LE,14305-LE,VE722HGA,,WIRE-4TAD-0.50:BN,,,C11-CHGAF,43,C1E722-HGA,1,CAB/CAN/LE/LF,VE722,,,2245
W14305-LE,HRN-14305-LE,14305-LE,VE740HGA,,WIRE-3TAD-0.50:VT/GY,,,C11-CHGAF,37,C1E740-HGA,1,CAB/CAN/LE/LF,VE740,,,1140
W14305-LE,HRN-14305-LE,14305-LE,RE405GAM,,WIRE-3TAD-0.50:GN/WH,,,C11-CHGAF,6,C1E740-HGA,2,CAB/CAN/LE/LF,RE405,,,1140
W14305-LE,HRN-14305-LE,14305-LE,VDB04HP,TP_VDB04HP,WIRE-3TAD-0.50:BU,EN_BR & GBVBA,EN_BR & GBVBA,S1DB04-HP,1,C1YE01-HGAA,1,CAB/CAN/LE/LF,VDB04,,,325
W14305-LE,HRN-14305-LE,14305-LE,VDB05HP,TP_VDB04HP,WIRE-3TAD-0.50:WH,EN_BR & GBVBA,EN_BR & GBVBA,S1DB05-HP,1,C1YE01-HGAA,11,CAB/CAN/LE/LF,VDB05,,,325
W14305-LE,HRN-14305-LE,14305-LE,VE824HGA,,WIRE-3TAD-0.50:YE/GN,,,C11-CHGAF,29,C1E150-HGA,1,CAB/CAN/LE/LF,VE824,,,1500
W14305-LE,HRN-14305-LE,14305-LE,LE424HGAA,,WIRE-3TAD-0.50:YE/GN,DGADD,DGADD,C11-CHGAF,5,S1LE424HGA,1,CAN/LF,LE424,,,960
W14305-LE,HRN-14305-LE,14305-LE,LE424HGAC,,WIRE-3TAD-0.50:YE/GN,DGADD,DGADD,S1LE424HGA,1,C1E779-HGA,3,CAN/LF,LE424,,,1170
W14305-LE,HRN-14305-LE,14305-LE,LE424HGAB,,WIRE-3TAD-0.50:YE/GN,DGADD,DGADD,S1LE424HGA,1,C1E150-HGA,3,CAN/LF,LE424,,,540
W14305-LE,HRN-14305-LE,14305-LE,LE424HGAD,,WIRE-3TAD-0.50:BU/OG,DGABZ,DGABZ,C11-CHGAF,5,C1E150-HGA,3,CAB,LE424,,,1500
W14305-LE,HRN-14305-LE,14305-LE,RE456HGAA,,WIRE-3TAD-0.50:BU/OG,DGADD,DGADD,C11-CHGAF,30,S1RE456HGA,1,CAN/LF,RE456,,,850
W14305-LE,HRN-14305-LE,14305-LE,RE456HGAC,,WIRE-3TAD-0.50:BU/OG,DGADD,DGADD,S1RE456HGA,1,C1E779-HGA,2,CAN/LF,RE456,,,1280
W14305-LE,HRN-14305-LE,14305-LE,RE456HGAB,,WIRE-3TAD-0.50:BU/OG,DGADD,DGADD,S1RE456HGA,1,C1E150-HGA,2,CAN/LF,RE456,,,650
W14305-LE,HRN-14305-LE,14305-LE,RE456HGAD,,WIRE-3TAD-0.50:BU/OG,DGABZ,DGABZ,C11-CHGAF,30,C1E150-HGA,2,CAB,RE456,,,1500
W14305-LE,HRN-14305-LE,14305-LE,RYT58HFA,TP_YT58HFA,WIRE-3TAD-0.50:WH/BN,EN_BR,EN_BR,C1ET04-HGA,5,C1YE01-HGAB,17,CAB/CAN/LE/LF,RYT58,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYE04PA,,WIRE-3TAD-0.50:YE/OG,EN_BR,EN_BR,S1YE04-AA,1,C1YE01-HGAA,31,CAB/CAN/LE/LF,VYE04,,,480
W14305-LE,HRN-14305-LE,14305-LE,VYE04HPA,,WIRE-3TAD-0.50:YE/OG,EN_BR,EN_BR,S1YE04-AA,1,C1YT11-HGA,3,CAB/CAN/LE/LF,VYE04,,,410
W14305-LE,HRN-14305-LE,14305-LE,VYE04HEA,,WIRE-3TAD-0.50:YE/OG,EN_BR,EN_BR,S1YE04-AA,1,C11-CHGAF,32,CAB/CAN/LE/LF,VYE04,,,355
W14305-LE,HRN-14305-LE,14305-LE,CBB27PPA,,WIRE-3TAD-0.50:GN/BN,EN_BR,EN_BR,C11-CHGAF,27,C1YT11-HGA,2,CAB/CAN/LE/LF,CBB27,,,765
W14305-LE,HRN-14305-LE,14305-LE,DYT25HFA,SH_YT17HFA,WIRE-3TAD-0.50:BK,EN_BR,EN_BR,C1YE01-HGAB,9,S1YT25-AA,1,CAB/CAN/LE/LF,DYT25,,,335
W14305-LE,HRN-14305-LE,14305-LE,DYT25DHA,SH_YT17HFA,WIRE-3XAE-0.50:SCRN,EN_BR,EN_BR,S1YT25-AA,1,S1YT25-BA,1,CAB/CAN/LE/LF,DYT25,,,170
W14305-LE,HRN-14305-LE,14305-LE,B_GD120HGA,,WIRE-3TAD-1.0:BK/GN,EN_BR,EN_BR,C1YT11-HGA,6,C11-CHGAF,52,CAB/CAN/LE/LF,GD120,,,765
W14305-LE,HRN-14305-LE,14305-LE,VYT40HFA,,WIRE-3TAD-0.50:GY/VT,EN_BR,EN_BR,C1ET04-HGA,18,C1YE01-HGAA,17,CAB/CAN/LE/LF,VYT40,,,560
W14305-LE,HRN-14305-LE,14305-LE,VYT39HFA,,WIRE-3TAD-0.50:BU/OG,EN_BR,EN_BR,C1ET04-HGA,38,C1YE01-HGAA,6,CAB/CAN/LE/LF,VYT39,,,560
W14305-LE,HRN-14305-LE,14305-LE,RYT38HFA,,WIRE-3TAD-0.50:WH/OG,EN_BR,EN_BR,C1ET04-HGA,9,C1YE01-HGAA,20,CAB/CAN/LE/LF,RYT38,,,560
W14305-LE,HRN-14305-LE,14305-LE,LYT38HFA,,WIRE-3TAD-0.50:BN,EN_BR,EN_BR,C1ET04-HGA,29,C1YE01-HGAA,37,CAB/CAN/LE/LF,LYT38,,,560
W14305-LE,HRN-14305-LE,14305-LE,VYT41HFA,,WIRE-3TAD-0.50:YE/BU,EN_BR,EN_BR,C1ET04-HGA,28,C1YE01-HGAA,15,CAB/CAN/LE/LF,VYT41,,,560
W14305-LE,HRN-14305-LE,14305-LE,RYT37HFA,,WIRE-3TAD-0.50:GY/BU,EN_BR,EN_BR,C1ET04-HGA,20,C1YE01-HGAA,19,CAB/CAN/LE/LF,RYT37,,,560
W14305-LE,HRN-14305-LE,14305-LE,LYT37HFA,,WIRE-3TAD-0.50:YE,EN_BR,EN_BR,C1ET04-HGA,39,C1YE01-HGAA,36,CAB/CAN/LE/LF,LYT37,,,560
W14305-LE,HRN-14305-LE,14305-LE,RYT48HFA,,WIRE-3TAD-0.50:BN/YE,EN_BR,EN_BR,C1ET04-HGA,19,C1YE01-HGAA,8,CAB/CAN/LE/LF,RYT48,,,560
W14305-LE,HRN-14305-LE,14305-LE,CYT45HFA,,WIRE-3TAD-0.50:GY/OG,EN_BR,EN_BR,C11-CHGAF,19,C1ET04-HGA,30,CAB/CAN/LE/LF,CYT45,,,855
W14305-LE,HRN-14305-LE,14305-LE,VYT58HFA,TP_YT58HFA,WIRE-3TAD-0.50:YE/GN,EN_BR,EN_BR,C1YE01-HGAB,18,C1ET04-HGA,15,CAB/CAN/LE/LF,VYT58,,,525
W14305-LE,HRN-14305-LE,14305-LE,RYT29HFA,TP_YT29HFA,WIRE-3TAD-0.50:WH/BU,EN_BR,EN_BR,C1ET04-HGA,4,C1YE01-HGAB,5,CAB/CAN/LE/LF,RYT29,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT29HFA,TP_YT29HFA,WIRE-3TAD-0.50:VT/GN,EN_BR,EN_BR,C1YE01-HGAB,4,C1ET04-HGA,14,CAB/CAN/LE/LF,VYT29,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT25HFA,TP_YT25HFA,WIRE-3TAD-0.50:VT/BN,EN_BR,EN_BR,C1ET04-HGA,32,C1YE01-HGAB,21,CAB/CAN/LE/LF,VYT25,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT26HFA,TP_YT25HFA,WIRE-3TAD-0.50:YE/BU,EN_BR,EN_BR,C1ET04-HGA,22,C1YE01-HGAB,15,CAB/CAN/LE/LF,VYT26,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT27HFA,TP_YT27HFA,WIRE-3TAD-0.50:WH/BN,EN_BR,EN_BR,C1ET04-HGA,33,C1YE01-HGAB,22,CAB/CAN/LE/LF,VYT27,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT28HFA,TP_YT27HFA,WIRE-3TAD-0.50:BN/YE,EN_BR,EN_BR,C1ET04-HGA,23,C1YE01-HGAB,16,CAB/CAN/LE/LF,VYT28,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT24HFA,TP_YT23HFA,WIRE-3TAD-0.50:BN/WH,EN_BR,EN_BR,C1ET04-HGA,21,C1YE01-HGAB,14,CAB/CAN/LE/LF,VYT24,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT23HFA,TP_YT23HFA,WIRE-3TAD-0.50:WH,EN_BR,EN_BR,C1ET04-HGA,31,C1YE01-HGAB,20,CAB/CAN/LE/LF,VYT23,,,525
W14305-LE,HRN-14305-LE,14305-LE,RYT22HFA,TP_YT22HFA,WIRE-3TAD-0.50:GY/OG,EN_BR,EN_BR,C1ET04-HGA,24,C1YE01-HGAB,24,CAB/CAN/LE/LF,RYT22,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT22HFA,TP_YT22HFA,WIRE-3TAD-0.50:GN/OG,EN_BR,EN_BR,C1ET04-HGA,34,C1YE01-HGAB,23,CAB/CAN/LE/LF,VYT22,,,525
W14305-LE,HRN-14305-LE,14305-LE,RYT21HFA,TP_YT21HFA,WIRE-3TAD-0.50:GN/WH,EN_BR,EN_BR,C1ET04-HGA,25,C1YE01-HGAB,10,CAB/CAN/LE/LF,RYT21,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT21HFA,TP_YT21HFA,WIRE-3TAD-0.50:BU/GN,EN_BR,EN_BR,C1ET04-HGA,35,C1YE01-HGAB,11,CAB/CAN/LE/LF,VYT21,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT15HFA,TP_YT15HFA,WIRE-3TAD-0.50:YE/GY,EN_BR,EN_BR,C1ET04-HGA,11,C1YE01-HGAB,19,CAB/CAN/LE/LF,VYT15,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT16HFA,TP_YT15HFA,WIRE-3TAD-0.50:WH/GN,EN_BR,EN_BR,C1ET04-HGA,1,C1YE01-HGAB,13,CAB/CAN/LE/LF,VYT16,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT20HFA,TP_YT19HFA,WIRE-3TAD-0.50:YE/VT,EN_BR,EN_BR,C1ET04-HGA,3,C1YE01-HGAB,2,CAB/CAN/LE/LF,VYT20,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT19HFA,TP_YT19HFA,WIRE-3TAD-0.50:GN/BN,EN_BR,EN_BR,C1ET04-HGA,13,C1YE01-HGAB,1,CAB/CAN/LE/LF,VYT19,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT18HFA,TP_YT17HFA,WIRE-3TAD-0.50:BU/WH,EN_BR,EN_BR,C1ET04-HGA,2,C1YE01-HGAB,8,CAB/CAN/LE/LF,VYT18,,,525
W14305-LE,HRN-14305-LE,14305-LE,VYT17HFA,TP_YT17HFA,WIRE-3TAD-0.50:BN/BU,EN_BR,EN_BR,C1ET04-HGA,12,C1YE01-HGAB,7,CAB/CAN/LE/LF,VYT17,,,525
W14305-LE,HRN-14305-LE,14305-LE,VDB04V,TP_VDB04V,WIRE-3TAD-0.50:BU,EN_BR & GBVBA,EN_BR & GBVBA,S1DB04-AC,1,C11-CHGAF,11,CAB/CAN/LE/LF,VDB04,,,725
W14305-LE,HRN-14305-LE,14305-LE,VDB04T,TP_VDB04T,WIRE-3TAD-0.50:BU,EN_BR & GBVBA,EN_BR & GBVBA,S1DB04-AC,1,S1DB04-HP,1,CAB/CAN/LE/LF,VDB04,,,215
W14305-LE,HRN-14305-LE,14305-LE,VDB04R,TP_VDB04R,WIRE-3TAD-0.50:BU,EN_BR & GBVBA,EN_BR & GBVBA,S1DB04-HP,1,C11-CHGAF,13,CAB/CAN/LE/LF,VDB04,,,510
W14305-LE,HRN-14305-LE,14305-LE,VDB05T,TP_VDB04T,WIRE-3TAD-0.50:WH,EN_BR & GBVBA,EN_BR & GBVBA,S1DB05-AC,1,S1DB05-HP,1,CAB/CAN/LE/LF,VDB05,,,215
W14305-LE,HRN-14305-LE,14305-LE,VDB05V,TP_VDB04V,WIRE-3TAD-0.50:WH,EN_BR & GBVBA,EN_BR & GBVBA,S1DB05-AC,1,C11-CHGAF,12,CAB/CAN/LE/LF,VDB05,,,725
W14305-LE,HRN-14305-LE,14305-LE,VDB05R,TP_VDB04R,WIRE-3TAD-0.50:WH,EN_BR & GBVBA,EN_BR & GBVBA,S1DB05-HP,1,C11-CHGAF,14,CAB/CAN/LE/LF,VDB05,,,510
W14305-LE,HRN-14305-LE,14305-LE,CYT30HA,,WIRE-3TAD-0.50:GY/VT,EN_BR,EN_BR,C1YE01-HGAA,24,C11-CHGAF,15,CAB/CAN/LE/LF,CYT30,,,835
W14305-LE,HRN-14305-LE,14305-LE,RYT30HA,,WIRE-3TAD-0.50:YE/GY,EN_BR,EN_BR,C1YE01-HGAA,33,C11-CHGAF,16,CAB/CAN/LE/LF,RYT30,,,835
W14305-LE,HRN-14305-LE,14305-LE,ZA103AA,TP_ZA103AA,WIRE-3TAD-0.50:OG/BU,EN_BR,EN_BR,S1A103-AA,1,C1YE01-HGAA,28,CAB/CAN/LE/LF,ZA103,,,50
W14305-LE,HRN-14305-LE,14305-LE,ZA104AA,TP_ZA103AA,WIRE-3TAD-0.50:OG/GN,EN_BR,EN_BR,S1A104-AA,1,C1YE01-HGAA,38,CAB/CAN/LE/LF,ZA104,,,50
W14305-LE,HRN-14305-LE,14305-LE,SBB14TAA,,WIRE-3TAD-1.0:BN/RD,EN_BR,EN_BR,C11-CHGAF,44,C1YT11-HGA,1,CAB/CAN/LE/LF,SBB14,,,765
W14305-NAG,HRN-14305-NAG,14305-NAG,VE376WP,,WIRE-3TAD-0.50:VT/BN,EN_BG,EN_BG,C1E505-HHA,4,C11-CHHAF,34,EAA/LC/NAA/NAG/NAM,VE376,,,1990
W14305-NAG,HRN-14305-NAG,14305-NAG,GD194WP,,WIRE-3TBD-6.0:BK/BU,EN_BG,EN_BG,G1D194-HHA,1,C1E505-HHA,1,EAA/LC/NAA/NAG/NAM,GD194,,,1650
W14305-NAG,HRN-14305-NAG,14305-NAG,CE237HD,,WIRE-3TAD-0.50:BN/WH,EN_BG,EN_BG,C11-CHHAF,45,C1YE01-HHAA,14,EAA/LC/NAA/NAG/NAM,CE237,,,960
W14305-NAG,HRN-14305-NAG,14305-NAG,CYT45HFD,,WIRE-3TAD-0.50:GY/OG,EN_BG,EN_BG,C1ET04-HHA,30,C11-CHHAF,19,EAA/LC/NAA/NAG/NAM,VET72,,,860
W14305-NAG,HRN-14305-NAG,14305-NAG,SBB05HD,,WIRE-3TAD-0.50:GY/RD,EN_BG,EN_BG,C1YE01-HHAA,34,C11-CHHAF,36,EAA/LC/NAA/NAG/NAM,SBB05,,,960
W14305-NAG,HRN-14305-NAG,14305-NAG,VMC02PD,,WIRE-3TAD-0.50:BN/WH,EN_BG,EN_BG,C11-CHHAF,2,C1YE01-HHAA,2,EAA/LC/NAA/NAG/NAM,VMC02,,,960
W14305-NAG,HRN-14305-NAG,14305-NAG,DYT25HFD,SH_YT25HFD,WIRE-3TAD-0.50:BK,EN_BG,EN_BG,C1YE01-HHAB,9,S1YT25-AD,1,EAA/LC/NAA/NAG/NAM,DYT25,,,235
W14305-NAG,HRN-14305-NAG,14305-NAG,DYT25DHD,SH_YT25HFD,WIRE-3XAE-0.50:SCRN,EN_BG,EN_BG,S1YT25-AD,1,S1YT25-BD,1,EAA/LC/NAA/NAG/NAM,DYT25,,,360
W14305-NAG,HRN-14305-NAG,14305-NAG,B_GD120ATC,,WIRE-3TAD-0.50:BK/GN,EN_BG,EN_BG,C1H405-HHA,4,C11-CHHAF,39,EAA/LC/NAA/NAG/NAM,GD120,,,1680
W14305-NAG,HRN-14305-NAG,14305-NAG,RYT48HFD,,WIRE-3TAD-0.50:BN/YE,EN_BG,EN_BG,C1YE01-HHAA,8,C1ET04-HHA,19,EAA/LC/NAA/NAG/NAM,RYT48,,,680
W14305-NAG,HRN-14305-NAG,14305-NAG,LYT37HFD,,WIRE-3TAD-0.50:YE,EN_BG,EN_BG,C1ET04-HHA,39,C1YE01-HHAA,36,EAA/LC/NAA/NAG/NAM,LYT37,,,680
W14305-NAG,HRN-14305-NAG,14305-NAG,RYT37HFD,,WIRE-3TAD-0.50:GY/BU,EN_BG,EN_BG,C1ET04-HHA,20,C1YE01-HHAA,19,EAA/LC/NAA/NAG/NAM,RYT37,,,680
W14305-NAG,HRN-14305-NAG,14305-NAG,VYT41HFD,,WIRE-3TAD-0.50:YE/BU,EN_BG,EN_BG,C1ET04-HHA,28,C1YE01-HHAA,15,EAA/LC/NAA/NAG/NAM,VYT41,,,680
W14305-NAG,HRN-14305-NAG,14305-NAG,LYT38HFD,,WIRE-3TAD-0.50:BN,EN_BG,EN_BG,C1ET04-HHA,29,C1YE01-HHAA,37,EAA/LC/NAA/NAG/NAM,LYT38,,,680
W14305-NAG,HRN-14305-NAG,14305-NAG,RYT38HFD,,WIRE-3TAD-0.50:WH/OG,EN_BG,EN_BG,C1ET04-HHA,9,C1YE01-HHAA,20,EAA/LC/NAA/NAG/NAM,RYT38,,,680
W14305-NAG,HRN-14305-NAG,14305-NAG,VYT39HFD,,WIRE-3TAD-0.50:BU/OG,EN_BG,EN_BG,C1ET04-HHA,38,C1YE01-HHAA,6,EAA/LC/NAA/NAG/NAM,VYT39,,,680
W14305-NAG,HRN-14305-NAG,14305-NAG,VYT40HFD,,WIRE-3TAD-0.50:GY/VT,EN_BG,EN_BG,C1ET04-HHA,18,C1YE01-HHAA,17,EAA/LC/NAA/NAG/NAM,VYT40,,,680
W14305-NAG,HRN-14305-NAG,14305-NAG,B_GD120HBD,,WIRE-3TAD-0.50:BK/GN,EN_BG,EN_BG,S1D120-HD,1,C1YE01-HHAA,10,EAA/LC/NAA/NAG/NAM,CBB85,,,810
W14305-NAG,HRN-14305-NAG,14305-NAG,B_GD120HAD,,WIRE-3TAD-0.50:BK/GN,EN_BG,EN_BG,S1D120-HD,1,C1YE01-HHAA,9,EAA/LC/NAA/NAG/NAM,CBB85,,,810
W14305-NAG,HRN-14305-NAG,14305-NAG,B_GD120HCD,,WIRE-3TAD-0.50:BK/GN,EN_BG,EN_BG,S1D120-HD,1,C11-CHHAF,38,EAA/LC/NAA/NAG/NAM,CBB85,,,150
W14305-NAG,HRN-14305-NAG,14305-NAG,VDB04HM,TP_VDB04HM,WIRE-3TAD-0.50:BU,EN_BG & GBVAZ,EN_BG & GBVAZ,S1DB04-HM,1,C1YE01-HHAA,1,EAA/LC/NAA/NAG/NAM,VDB04,,,635
W14305-NAG,HRN-14305-NAG,14305-NAG,VDB05HM,TP_VDB04HM,WIRE-3TAD-0.50:WH,EN_BG & GBVAZ,EN_BG & GBVAZ,S1DB05-HM,1,C1YE01-HHAA,11,EAA/LC/NAA/NAG/NAM,VDB05,,,635
W14305-NAG,HRN-14305-NAG,14305-NAG,VDB04AP,TP_VDB04AP,WIRE-3TAD-0.50:BU,EN_BG & GBVAZ,EN_BG & GBVAZ,S1DB04-AP,1,C1H405-HHA,2,EAA/LC/NAA/NAG/NAM,VDB04,,,695
W14305-NAG,HRN-14305-NAG,14305-NAG,VDB05AP,TP_VDB04AP,WIRE-3TAD-0.50:WH,EN_BG & GBVAZ,EN_BG & GBVAZ,S1DB05-AP,1,C1H405-HHA,3,EAA/LC/NAA/NAG/NAM,VDB05,,,695
W14305-NAG,HRN-14305-NAG,14305-NAG,CYT46MPD,,WIRE-3TAD-0.75:YE/VT,EN_BG,EN_BG,C11-CHHAF,42,C1ET04-HHA,40,EAA/LC/NAA/NAG/NAM,VE807,,,860
W14305-NAG,HRN-14305-NAG,14305-NAG,CYC03CPD,,WIRE-3UAD-0.35:BN/GN,EN_BG,EN_BG,C11-CHHAF,3,C1YE01-HHAA,12,EAA/LC/NAA/NAG/NAM,CYC03,,,960
W14305-NAG,HRN-14305-NAG,14305-NAG,CYT43HFD,,WIRE-3TAD-0.50:BU/WH,EN_BG,EN_BG,C1YE01-HHAA,16,C11-CHHAF,33,EAA/LC/NAA/NAG/NAM,CYT43,,,960
W14305-NAG,HRN-14305-NAG,14305-NAG,CYT47MND,,WIRE-3TAD-0.75:WH/GN,EN_BG,EN_BG,C1ET04-HHA,10,C11-CHHAF,41,EAA/LC/NAA/NAG/NAM,RET71,,,860
W14305-NAG,HRN-14305-NAG,14305-NAG,CYT44HFD,,WIRE-3TAD-0.50:GN/OG,EN_BG,EN_BG,C1YE01-HHAA,7,C11-CHHAF,28,EAA/LC/NAA/NAG/NAM,SBB05,,,960
W14305-NAG,HRN-14305-NAG,14305-NAG,CE436HD,,WIRE-3TAD-0.50:VT/OG,EN_BG,EN_BG,C11-CHHAF,22,C1YE01-HHAA,13,EAA/LC/NAA/NAG/NAM,CE436,,,960
W14305-NAG,HRN-14305-NAG,14305-NAG,CYE01PRD,,WIRE-3TAD-0.50:GN/OG,EN_BG,EN_BG,C1YE01-HHAA,21,C11-CHHAF,17,EAA/LC/NAA/NAG/NAM,CYE01,,,960
W14305-NAG,HRN-14305-NAG,14305-NAG,CBB08WP,,WIRE-3TAD-0.75:GY/YE,EN_BG,EN_BG,C11-CHHAF,21,C1E505-HHA,3,EAA/LC/NAA/NAG/NAM,CBB08,,,1990
W14305-NAG,HRN-14305-NAG,14305-NAG,VE474RB,TP_VE474RB,WIRE-3TAD-0.50:BU/GN,EN_BG,EN_BG,S1E474-HM,1,C11-CHHAF,9,EAA/LC/NAA/NAG/NAM,VE474,,,630
W14305-NAG,HRN-14305-NAG,14305-NAG,VE474VB,TP_VE474VB,WIRE-3TAD-0.50:BU/GN,EN_BG,EN_BG,S1E474-HM,1,C11-CHHAF,7,EAA/LC/NAA/NAG/NAM,VE474,,,630
W14305-NAG,HRN-14305-NAG,14305-NAG,VE474HM,TP_VE474HM,WIRE-3TAD-0.50:BU/GN,EN_BG,EN_BG,S1E474-HM,1,C1YE01-HHAA,22,EAA/LC/NAA/NAG/NAM,VE474,,,330
W14305-NAG,HRN-14305-NAG,14305-NAG,VE475RB,TP_VE474RB,WIRE-3TAD-0.50:WH/VT,EN_BG,EN_BG,S1E475-HM,1,C11-CHHAF,10,EAA/LC/NAA/NAG/NAM,VE475,,,630
W14305-NAG,HRN-14305-NAG,14305-NAG,VE475VB,TP_VE474VB,WIRE-3TAD-0.50:WH/VT,EN_BG,EN_BG,S1E475-HM,1,C11-CHHAF,8,EAA/LC/NAA/NAG/NAM,VE475,,,630
W14305-NAG,HRN-14305-NAG,14305-NAG,VE475HM,TP_VE474HM,WIRE-3TAD-0.50:WH/VT,EN_BG,EN_BG,S1E475-HM,1,C1YE01-HHAA,32,EAA/LC/NAA/NAG/NAM,VE475,,,330
W14305-NAG,HRN-14305-NAG,14305-NAG,CBBE1A,,WIRE-3TBD-6.0:BU/GY,EN_BG,EN_BG,C1E505-HHA,2,C11-SHHAM,1,EAA/LC/NAA/NAG/NAM,CBB84,,,1930
W14305-NAG,HRN-14305-NAG,14305-NAG,CBB95HCD,,WIRE-3TAD-0.50:BN/BU,EN_BG,EN_BG,S1BB95-AD,1,C1YE01-HHAA,40,EAA/LC/NAA/NAG/NAM,VE380,,,360
W14305-NAG,HRN-14305-NAG,14305-NAG,CBB95HBD,,WIRE-3TAD-0.50:BN/BU,EN_BG,EN_BG,S1BB95-AD,1,C1YE01-HHAA,39,EAA/LC/NAA/NAG/NAM,VE380,,,360
